species,39–48,47–63,adult size,alary process of vomer,anal,anal and subcaudals,anal plate,anal spurs,anterior dorsal cephalic scales,anterior dorsal scales rows,anterior edge of splenial,anterior portion of nasal bone,anterior scale rows,anterior teeth,apex of the coronoid,auge,black irregular marks,black or grey spotting,blotches,blotches color,blotches limning,blotches outline,blotches outlined,blotches shape,body,body blotches,body color,body pattern,body shape,body+head,"broad, flat, slanted, bevel-like, overhung snout",c,c. caninus,c. cropanii,c. hortulanus complex,canthus,caudals,central area of dorsal blotches,chin,chin and throat,chin shields,circumocular ring,circumorbitals,claws,cloacal scale,color,color and pattern,color in life,coloration,coloration in preservative,comparisons (crombiei),coronoid,dark brown markings,dark line on the middle of the head,diagnosis,diet,distal border of the optic foramen,dorsal background coloration,dorsal blotches,dorsal body bloches,dorsal body saddles,dorsal color,dorsal cross bars,dorsal ground color,dorsal head scutes,dorsal markings,dorsal pattern,dorsal pattern (western cuba),dorsal saddles,dorsal scale count,dorsal scale rows,dorsal scale rows at midbody,dorsal scale rows at neck,dorsal scale rows on neck,dorsal scales,dorsal scales (midbody),dorsal scales (vent),dorsal series,dorsals,dorsum color,enamel-white markings,eye,eye direction,eye scales,eye size,eyes,folds,forehead,forehead scales,forked sulcus,frontal,frontal plate,frontalia,gl,ground color,größere,gular scale rows,habitus,head,head and body coloration,head color,head pattern,head scale formula,head shape,head-scales,hemipenial lobes,hemipenis,hemipenis length,holotype,holotype (crombiei),infralabial scales,infralabials,infraloreals + loreals,intermaxillare,interrictals,inverted hemipenis,iris,irregular lateral ocelli,irregular shape,irregularly shaped blotches on tail,juvenile color,juvenile dorsal coloration,juvenile dorsal coloration (in alcohol),juveniles,keels on the 2nd row of dorsals,kleine,labial scales,labials,lamina,lateral blotches,lateral neck stripe,lateral ocelli,lateral process of surangular,lateral row of dark markings,lateral stripe,lateral stripe of the body,lateroventral ledge of the surangular,lip/eye diameter ratio,lobes,longitudinal stripes,loreal,loreal scale,loreal stripe,loreal stripes,lower labials,lower parts,lower ventral count,main element in the dorsal pattern at midbody,mainland specimens,maxillary teeth,maximum dorsal scale rows,maximum length of inverted hemipenis,maximum number of dorsal scale rows,maximum number of ventrals,maximum rows of dorsal scales,maximum scale rows,maximum svl,mean svl,melanistic ventral coloration,mental groove,meristic characters,mid-dorsal band,mid-dorsal longitudinal stripe,midbody dorsal scale rows,midbody scale rows,middorsal blotches on body,middorsal scale rows,milky white band,mineralized internarial septum,mitochondrial dna sequence differences,nasal contact,nasalia,nasals,neck,neck shape,nicht vom hals abgesetztem kopf,nostril,number of scales across snout,number of subcaudal,oberwie,original description (crombiei),outer scale-rows,overall coloration,ovoid blotches,palatinum,papillate rows,paravertebral blotches,parietal crest,parietalkamm,parietals,pattern,pelvic spurs,phylogenetic distinctiveness,post-oculars,postanal white spot,postanal white spot (crombiei),posterior of body and tail,posterior scale rows,posterior trunk intercostal arteries,posteriormost caudal blotches,postocular scales,postoculars,postorbital and frontal,postorbital stripes,prefrontal,preocular,preocular scale,primary spade-like element of the dorsal pattern,prœoculars,pterygoid-mittelkamm,pupil,pupil shape,pupille,red tail color,rostral,rows of scales,rows of scales at midbody,rows of scales at vent,scalation,scale formula,scale rows,scale rows on neck,scale size,scales,scales across the forehead,scales around eye,scales around the eye,scales between eyes,scales between the eyes,scales round the eye,schädel,schädel gerundet,schlangen,schnauzenschild,schuppen,shields,sides,single prefrontal,size,size comparison,smooth apex and basal portion,snout,snout-vent length,specimens with less than 50,spots,spurs,stripes,sub-caudal scale count,sub-caudals,subcaudal scale count,subcaudal scales,subcaudalia,subcaudals,subocular scales,subocular stripe,subocular stripes,subspecies (crombiei),substrate use,suffusions,sulcus,supralabial scales,supralabials,supralabials entering orbit,supraocular,supraoculars,svl,symphysial,tail,tail blotches,tail color,tail length,tail pattern,tail shape,tail tip,tail/total length ratio,temperament,temporal scales,temporals,throat and venter,tip of head,tip of tail,tl/t,total length,total length/maximum transverse diameter,transverse markings,tubercles,unpaired subcaudal scales,unterkiefers,upper labials,upper side of tail,v,venter,venter color,venter markings,ventral,ventral color,ventral scale count,ventral scale rows,ventral scales,ventral suffusion,ventrally,ventrals,ventrals (crombiei),ventrals + subcaudals,ventrals minus subcaudals,ventrolateral spots,vertebral blotches,vetral scales,vordere zähne,vorderenden des parietale,x,yellow-brown individuals,zahnreihe
Eryx jaculus,,,,,,,,,,,,,,,,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frontal bone,,,large,,,,,,,,,,,,,,,,,,intermaxillary bone,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nasal bone,,,,not separated from the neck,,,,upper jaw,,,,,palatine bone,,,,parietal crest,,,,,,,,,,,,,,,,,,,,,pterygoid-central ridge,,,pupil,,,,,,,,,,,,,,,,,,skull,rounded skull,snakes,nasal shield,scales,,,,,,,,,,,,,,,,,subcaudals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lower jaw,,,,,,,,,,,,,,,,,,,,,anterior teeth,anterior end of the parietal bone,,,tooth row
Eryx jayakari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37-51,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,distance across head between eyes much shorter than distance from angle of mouth to posterior edge of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oblique elliptical,,,,,,,,,,,,,,9 or 10,,4-5,,,,,,,,,,,,,,,,,,,,,,,,,16-24,,,,,,,,,,,,,,,,,,,,sharply pointed,"down-turned, claw-like conical scale",,,,,,,,,,,,,,,11,,,,,,,,,158-184,,,,,,,,,,,,,,,
Eryx johnii,,,,,"entire, small",,,,,,,,,,,,,,,,,,,,,,,,,,,20-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 or 11 scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two enlarged,,,,slit-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,keeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,covered at the tip with a large rounded shield,,,,,,,,,,,,,,,,,,,,,,,190-210,,,,,,,,,,,,,,,,,,,,,,
Eryx miliaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,upward,,,,,,,,,,,810 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smaller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eryx colubrinus,,,,,,19-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish or greyish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immaculate yellowish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large and broad,,,,,,47-53,,,,,,12-15,,11-13,,,,,,,,,,,,,,,,"large, irregular, blackish or brownish",,,,,,,,,,,,,,,,,,,,,,,,,,50 mm,,conical,,,,,,,,,12.4 to 13.2,620 mm,,,,,,12-14,,,,,,,,,,,,,171-197,,,,,,,,,,,
Eryx conicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellowish, brownish or greyish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"large, dark brown, black-edged spots",,,,,,10 to 15,,,arranged in oblique series distally,,8 to 10,,,,,,,,,,,,,,,,,,not forked,,,,,,,,,,,,,,,,,,,,12 to 14,,,,,,,,,,,,,,,,,,,yellowish or whitish,,,,,,,,,,,,,,,,,,,,,,,,,,,between the two nasals and the internasais,,,,slit-like,,,,,small brown spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twice as broad as high,,,,,,,,,40 to 55 rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bifurcates near the tip of the organ,,,,,,,,pointed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ungaliophis continentalis,,,,,,,,"present in males, less developed in some females",large,,,,,,,,,,,,,,,,slender and compressed,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smooth (except for minute tubercles),19-25 rows,17 or 15,,,,,moderate in size,,,,,,,,,large,,,,,,,,distinct from neck,,,,,,,,,,,,,9-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two (with nostril in anterior nasal),,,,,,,,,,,,,,,,,practically indistinguishable from dorsals,,,,,,,,,,,,2-3,,,,one,,,,,vertically elliptical,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,8-10 (two or three reaching the eye),,,,,,"short, prehensile",,,,,,,,,,,,,,,,,,present on all cephalic scales,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ungaliophis panamensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,larger than half the area of the frontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,running across the ventrals,,,triangular,,,,,,,,,,,,,,,2-3,,,considerably larger than the frontal,,,,,,,,,,separated from the prefrontal by the internasals,,19-23 (rarely 25),17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-9,,,relatively large,,,,,,,,,,,,,,,,,,,,,,,,,,,heavily pigmented,,,,,,,,,,,,,,,dark diamond- or hourglass-shaped,,,,,,
Eunectes beniensis,,,,,,,,,,,,,,,,,numerous,,,,,,,,,,,,,,,,,,,,,,,,,,,,undivided,olive-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-39/48-51/30-33,,,,,,,,,,,"medium-sized, slightly dorsal",,,,,,,,,,,,,,,same as dorsum,,,,,,,,,,17-19,,,,,,brown to bronze,,,,,,,,,,,,,,,,,,starting from posterior eye to slightly past mouth,,,,,"five distinct, black",,one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"with 87-126 large, dorsal, black blotches",,,,,,,,,,three,,,,,,one,,,,elliptical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54-59,,,two or three,,,,,,,14 or 15,,,,,,,,,,,,,,,,numerous and variable,,,,,,,,,,,,,,,,,,,yellow,,,219-230,,,,,,,,,,,,,,
Eryx borrii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,longitudinal or more or less oblique off-white fragmented stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,more slender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smaller,,,,,,,,,,,,,,,,,,,,,,,,transverse to more or less oblique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.35,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,
Epicrates maurus,,,,reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellow to light brown in juveniles, uniform brown in adults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 subcaudal scales long,,,,,,,,,,juvenile and indistinct in adults,,,,,,,,,,,,,,,,,,four scales width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barely conspicuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generally . 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,
Corallus batesii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red-orange,,,,,,,,,0-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,3.1-16.2%,,,,,,,,3-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epicrates crassus,,,,reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,light to dark brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bifurcates after 7th subcaudal,,,,,,,,,,,,,,,,,,,,,,,slightly clavate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 scales,,,,,,,,,barely conspicuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,
Epicrates assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pale to dark brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,long,,,,,,,,,,12 subcaudal scales long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generally 245,,,,,,,,,,,
Epicrates alvarezi,,,,,,,,,,40,,short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gray to grayish brown,,,,,,,,,,,,,,,,,,,,,,,,,,,reduced or absent,,,,,,10,,,,,,,,,,,,,,,,,,24,bi-furcates at 4th subcaudal,,,,,,,,,,,,,,,,,,,,,,,,,divided,,,,,,,,,,,six subcaudals long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candoia superciliosa,,,,,,,,,,,,,fewer than 29,,,,,,,,,,,,,,,,,,paired,,,,,,,,,,,,,,,,,,,,described by smith et al. 1981,,,,,consisting almost exclusively of ectotherms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,described by smith et al. 1981,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,described by günther 1863,,,,,,,,,,,,,,present,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 or more,,,,differing primarily from the nominotypical subspecies,,,,,,paired,greatly enlarged,,,,,,,,,,,,"retiring, withdrawing, not aggressive under any circumstance",,,,,,,not exceeding 885 mm,,,,,,,,,,,,,,,,,,,less than 203,183-192,,,,,,,,,,
Corallus blombergi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63-77,<35,usually contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-55,186-209,,,,,,,,,,,,,,,,,usually not in c. blombergi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251-269,,,,,,,,,,,
Corallus grenadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,occasionally occurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0 +/- 0.12,,
Charina umbratica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel tan,,,,,,,,32-42,,,,,,,,,,,,,,,,,,,,,,straight or slightly convex posterior margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182-217,,,,,,,,,,,,,,,,
Sanzinia volontany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,virtually identical to that in life,,,32-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,light brown,,,,narrow,,,,,,,,,,,,,,,,,,,,"round, drop-like or triangular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,more or less pentagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,largely brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 cm,,,,,,,,,,,,,,,,,,whithish,,,,,,,,,,,,
Chilabothrus argentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-10,,,,,,,,,,,,,,,silver to tan,,,,,,,,,faint light-gray elongate dorso-ventral blotching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 3% pairwise divergence from other bahamian chilabothrus species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82-91,,,,,,,,largely arboreal,,,,11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275-282,,pure cream-white,,,,,,,,,,,,,,
Boa imperator,,,,,entire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as in b. constrictor,,,,,with a process on each side between the eye,,,,,,,,,more numerous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sometimes present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one of which is more or less enlarged,,,,,,as broad as deep,61 to 79,,,,,,,,,15 to 18,,,,,14 to 20,,,,,,,,,,,,scarcely prominent,,,,,,,,,,,47-65,,,,,,,,,,,,,,at least as long as broad,280,,,,,,,,,,,,,,,2800 millim.,,,,,,18 to 21,,,,,,225-252,,,,,,,,,,,,,,,,,,
Boa nebulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strikingly convex,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,"very dark, clouded, grey-brown",,,,,,,59-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prominent,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32-35,,,,,,,ash to slate grey,,,,,,258-273,,,,,,,,,,,,,,,
Boa orophias,,,,,,,,,,,,,,,,,,pronounced,,,,,,,,,,,,,,,,,,convex,,,,,,,,,,,,,,,,,,,,,,,,,,,,rich brown,,,,,27-31,,65-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,largely obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prominent,,,,,,,,,,,,,distinct and complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,270-288,,,,,,,,,,,,,,,
Eryx sistanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43–56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,
Boa sigma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258-259,,,,,,,,,,,
