family,trait,count
viperidae,intercanthals and inter-supraoculars,1
viperidae,"three apicals, nine supralabials, preocular not in contact with nasal, first circumocular rings with 21 or more scales, two scale rows between eye and supralabials",1
viperidae,size of snake (uzumorum),1
viperidae,back color (uzumorum),1
viperidae,zigzag (uzumorum),2
viperidae,supralabials (uzumorum),1
viperidae,apicals (uzumorum),1
viperidae,"number of loreals, canthals, apicals, preventrals, and subcaudal shields (uzumorum)",1
viperidae,number of supralabials (uzumorum),1
viperidae,belly (uzumorum),1
viperidae,size of snake (kumlutasi),1
viperidae,number of zigzag wings (kumlutasi),1
viperidae,number of sublabials (kumlutasi),1
viperidae,zigzag (kumlutasi),1
viperidae,belly (kumlutasi),1
viperidae,size of snake (olguni),1
viperidae,"sizes of trunk, body, tail (olguni)",1
viperidae,"number of preventrals, sublabials, wings of zigzag; scales round a neck and middle of body; supralabials, crown shields (olguni)",1
viperidae,zigzag (olguni),1
viperidae,belly (olguni),1
viperidae,length of pileus (males),1
viperidae,width of head (males),1
viperidae,numbers of ventral and subcaudal shields (males),1
viperidae,shields around eyes (males),1
viperidae,body length (females),1
viperidae,length of pileus (females),1
viperidae,width of head (females),1
viperidae,number of shields around eyes and loreals (females),1
viperidae,number of zigzag wings (females),1
viperidae,individual vipers from the left-bank basin of the middle flow of the kura river,1
viperidae,dorsal surface (males),1
viperidae,dorsal surface (females),1
viperidae,zigzag pattern (females),1
viperidae,zigzag pattern (males),1
viperidae,throat of both sexes,1
viperidae,belly of both sexes,1
viperidae,lower part of the tail in both sexes,1
viperidae,lower part of the tail (males),1
viperidae,lower part of the tail (females),1
viperidae,ventral shields,2
viperidae,svl of v. l. latastei,1
viperidae,periocular scales of v. l. latastei,1
viperidae,subcaudal scales of v. l. latastei,1
viperidae,zigzag dorsal patterns of v. l. latastei,1
viperidae,dorsal marks of v. l. latastei,1
viperidae,svl of v. l. arundana,1
viperidae,periocular scales of v. l. arundana,1
viperidae,subcaudal scales of v. l. arundana,1
viperidae,zigzag dorsal patterns of v. l. arundana,1
viperidae,dorsal marks of v. l. arundana,1
viperidae,svl of v. l. gaditana,1
viperidae,periocular scales of v. l. gaditana,1
viperidae,subcaudal scales of v. l. gaditana,1
viperidae,zigzag dorsal patterns of v. l. gaditana,1
viperidae,dorsal marks of v. l. gaditana,1
viperidae,number of intercanthal + intrasupraocular scales,1
viperidae,periocular scales,1
viperidae,number of dorsal marks,1
viperidae,vipera m. atlantica,1
viperidae,v. m. saintgironsi,1
viperidae,continent males,1
viperidae,rows of bilateral circumocular scales,1
viperidae,rows of anterior dorsal scales,1
viperidae,ventral semilunar spots,1
viperidae,rows of anterior scales,1
viperidae,scales at mid-trunk,1
viperidae,scales to the rear,1
viperidae,dark subocular spot,1
viperidae,black specks on the pileus,1
viperidae,defensive reactions,1
viperidae,dorsal scales rows,1
viperidae,midbody dorsal scales rows,1
viperidae,posterior part dorsal scales rows,1
viperidae,whiteness between blackish spots,1
viperidae,females skin color,1
viperidae,whiteness between blackish spots in male specimens,1
viperidae,spotting and colorization under the head,1
viperidae,spots on ventrals,1
viperidae,colorization at the end of body,1
viperidae,tail tips,1
viperidae,tail tip in other m. xanthina populations,1
viperidae,number of series of circumocular scales,1
viperidae,number of rows of dorsal scales,1
viperidae,subcaudalia,1
viperidae,head and body,2
viperidae,elongated longitudinal keel,1
viperidae,occipital region,1
viperidae,unspecified body parts,1
viperidae,subcaudal plates,1
viperidae,supralabials (specifically numbers 4 and 5),1
viperidae,true loreal,1
viperidae,first pair of infralabials,1
viperidae,paravertebral vertical bars,1
viperidae,paraventral stripes,1
viperidae,females svl,1
viperidae,male svl,1
viperidae,postocular streak color,2
viperidae,ventrolateral stripe color,3
viperidae,vertebral spots in males,1
viperidae,taltl in females,1
viperidae,heads,1
viperidae,first supralabial,6
viperidae,ventrolateral stripes colors,1
viperidae,vertebral spots color,1
viperidae,number of ventrals,4
viperidae,coloration in males,1
viperidae,coloration in females,1
viperidae,postocular stripe in males,2
viperidae,postocular stripe in females,1
viperidae,ventrolateral stripe in males,3
viperidae,ventrolateral stripe in females,3
viperidae,eye color in males,1
viperidae,eye color in females,1
viperidae,tail in males,2
viperidae,tail in females,2
viperidae,upper surface of the tail,1
viperidae,upper snout scales,1
viperidae,tree viper,1
viperidae,iod / sed,1
viperidae,head and neck scales,1
viperidae,keels,4
viperidae,pairs of sublinguals,1
viperidae,scale rows around mid-body,1
viperidae,number and arrangement of suprarostrals (sro),1
viperidae,head and neck scales shape,1
viperidae,snout size and eye size,1
viperidae,iod/sed index,1
viperidae,mid-dorsal scale rows (msr) in the holotype,1
viperidae,maximum transverse head scale count (mths),1
viperidae,number of dorsal scale rows at mid-body,1
viperidae,dorsal scalation,1
viperidae,number of scale rows at mid-body,1
viperidae,interorbitals (ios),1
viperidae,scale tips and keels color,1
viperidae,rows of scales between the eye and the nasal,1
viperidae,upper lips,3
viperidae,chin and throat,1
viperidae,tl in males,1
viperidae,tl in females,1
viperidae,ventrolateral stripes,3
viperidae,scales between the supraoculars,1
viperidae,tail average in females and ratio tal/tl,1
viperidae,scales between 3rd sl and subocular,1
viperidae,supraocular scales,2
viperidae,snl/hl ratio,1
viperidae,lack of sexual dimorphism,1
viperidae,dorsal coloration of the tail,1
viperidae,eye coloration,1
viperidae,suture between nasals and upper labials,1
viperidae,svl in males,1
viperidae,svl in females,2
viperidae,nasal and first supralabial,1
viperidae,tal in males,1
viperidae,tal in females,1
viperidae,tal/tl in males,1
viperidae,tal/tl in females,1
viperidae,palatine,1
viperidae,pterygoid,1
viperidae,maxilla,1
viperidae,body in males,1
viperidae,postocular strip in males,1
viperidae,tail in both sexes,1
viperidae,ventrolateral aspect of the tail in males,1
viperidae,eyes of both sexes,1
viperidae,dorsal body of yingjiangensis,1
viperidae,bicolor ventrolateral stripe on each side of males of yingjiangensis,1
viperidae,eyes of yingjiangensis,1
viperidae,tail of yingjiangensis,1
viperidae,hemipenes of yingjiangensis,1
viperidae,dsr of yingjiangensis,1
viperidae,ven of yingjiangensis,1
viperidae,sc of yingjiangensis,1
viperidae,tal/tl of yingjiangensis,1
viperidae,color above and below,1
viperidae,end of tail,2
viperidae,snout profile,1
viperidae,scales along the lateral aspects,1
viperidae,postocular,1
viperidae,sl,3
viperidae,il,2
viperidae,pv,2
viperidae,coloration in alcohol,1
viperidae,mental and gular regions,1
viperidae,posterior parts of subcaudals,1
viperidae,white streak,1
viperidae,white ventrolateral stripe,1
viperidae,tal,2
viperidae,hl,2
viperidae,hw,2
viperidae,background colour in males,1
viperidae,irregular dorsolateral blotches,1
viperidae,"irregular, elongated blotch",1
viperidae,background colour between the blotches,1
viperidae,pattern in females,1
viperidae,females color,1
viperidae,darker blotches in females,1
viperidae,pattern in males,1
viperidae,snout(from the side),1
viperidae,snout(from the above),1
viperidae,ven in males,1
viperidae,ven in females,1
viperidae,il of first pair,1
viperidae,dorsal scale microdermatoglyphic pattern,2
viperidae,dorsal markings,1
viperidae,ground,1
viperidae,ground bordered,1
viperidae,pre- and postocular stripe,2
viperidae,labial pattern,3
viperidae,large brown spot,1
viperidae,dorsal body pattern,3
viperidae,light interspaces of body pattern,1
viperidae,base of tail,1
viperidae,number of dorsal scale rows at midbody,2
viperidae,dorsal head color,2
viperidae,pattern,4
viperidae,males' background color,1
viperidae,areas between blotches,1
viperidae,ventral scales (ven),1
viperidae,subcaudal count (sc),1
viperidae,background colour,1
viperidae,keeling,1
viperidae,scales on the snout,2
viperidae,3rd sl,1
viperidae,3rd sl and subocular,1
viperidae,body background coloration in males,1
viperidae,body background coloration in females,1
viperidae,occipital scales in males,1
viperidae,occipital scales in females,1
viperidae,tl/t,1
viperidae,distal pairs,1
viperidae,lateral dorsal caudal scales,1
viperidae,several rows of lateral dorsal scales,1
viperidae,body bands,1
viperidae,svl in a male,1
viperidae,tal/svl ratio in females,1
viperidae,tal/svl ratio in the single male,1
viperidae,dorsal scales rows at midbody,1
viperidae,ventral scales in the single male,1
viperidae,subcaudal scales in females,3
viperidae,subcaudal scales in the single male,1
viperidae,third and fourth supralabials,1
viperidae,anteriormost subcaudals,1
viperidae,body pattern,1
viperidae,base color,1
viperidae,blotches color,2
viperidae,blotches features,1
viperidae,blotches positioning,1
viperidae,blotches size,1
viperidae,number of half-bands,1
viperidae,lateral belly color,1
viperidae,crown and parietal region,1
viperidae,loreals shape,1
viperidae,paired apical pits,1
viperidae,supralabials color,1
viperidae,head dorsal markings,1
viperidae,throat color,2
viperidae,dorsal rhombuses,1
viperidae,inverted triangles color,1
viperidae,vertebral and paravertebral scale rows,1
viperidae,maximum total length for males in ecuador,1
viperidae,maximum total length for females in ecuador,1
viperidae,maximum total length reported for the species,1
viperidae,ground color in hatchlings and juveniles,1
viperidae,rhombuses or triangles,1
viperidae,tail color in hatchlings and juveniles,1
viperidae,anterior half of the mouth,1
viperidae,borders of the dorsolateral blotches,2
viperidae,dorsolateral blotches in the trunk,3
viperidae,keels of dorsal scales,1
viperidae,borders of dorsolateral blotches,1
viperidae,transverse saddles,1
viperidae,scales between subocular and 4th supralabial,1
viperidae,central intersupraoculars,1
viperidae,modes of dorsolateral blotches,1
viperidae,spots under the eye,1
viperidae,dorsolateral blotches of the body,1
viperidae,last dorsolateral blotches of the trunk,1
viperidae,interspaces between two consecutive blotches,1
viperidae,labial fissure,1
viperidae,oblique occipital blotches,1
viperidae,blotches between two consecutive dorsolateral blotches,1
viperidae,ground coloration,1
viperidae,more common coloration,1
viperidae,dark markings,2
viperidae,white margins,1
viperidae,pair of occipital blotches,1
viperidae,melanism in the head,1
viperidae,"canthus rostralis, snout",1
viperidae,occipital stripes,1
viperidae,"midbody dorsal scale rows, ventrals, subcaudals",1
viperidae,"ventrals, subcaudals",2
viperidae,head blotch,1
viperidae,each dorsolateral blotch,1
viperidae,iris,5
viperidae,tail tip in juveniles,2
viperidae,lobes of hemipenis,1
viperidae,female,1
viperidae,male,1
viperidae,lateral body blotches,2
viperidae,female subcaudals,3
viperidae,male subcaudals,3
viperidae,posterior third of body venter,1
viperidae,underside of the tail,1
viperidae,subocular spot,1
viperidae,dark spot below the pit,1
viperidae,venter of body,1
viperidae,enlarged supraocular scales,1
viperidae,lanceolate or acuminate scales on top of the head,2
viperidae,keeled gular scales,1
viperidae,transverse head scales,1
viperidae,midbody scale rows (msr),1
viperidae,lateral body scales,1
viperidae,ventral counts,1
viperidae,svl adult male,1
viperidae,lcd adult male,1
viperidae,svl female,1
viperidae,lcd female,1
viperidae,ventral scales (v),1
viperidae,subcaudal scales (scd),1
viperidae,scale row counts,1
viperidae,head shields,1
viperidae,rostral shield,1
viperidae,symphysial,1
viperidae,anterior genial shields,1
viperidae,posterior genial shields,1
viperidae,body and tail,3
viperidae,lateral blotches and spots,1
viperidae,labials in males,1
viperidae,dorsal zigzag band,1
viperidae,number of dorsal windings,1
viperidae,loreal number,2
viperidae,circumoculars,3
viperidae,crown scales,4
viperidae,supralabials on each side,1
viperidae,posterior supralabials,1
viperidae,supralabial below orbit,1
viperidae,sublabials on each side,1
viperidae,mental scales,2
viperidae,dorsal scale row reduction,2
viperidae,rows on neck,1
viperidae,rows at midbody,1
viperidae,ventral number,1
viperidae,taxon,1
viperidae,number of supralabials,1
viperidae,number of scales,1
viperidae,suture on supralabials,1
viperidae,lateral body pattern,1
viperidae,supraocular coronets (crowns),1
viperidae,purple-red marking,1
viperidae,fused first supralabial and nasal scale,1
viperidae,scales between the supraoculars in males (btwsupoc2),1
viperidae,eye in males (deye),1
viperidae,postocular white stripe in males (scroc),1
viperidae,scale reduction from 19 to 17 scale rows around the body (vs19to17),1
viperidae,scales bordering the supralabial scales in males (borsupoc),1
viperidae,keeled temporal scales in males (ktemp),1
viperidae,lateral white stripe in females,1
viperidae,scale between the nasal scale and the anterior edge of the pit (naspit),1
viperidae,scales bordering the supralabial scales in females (borsupoc),1
viperidae,sublabial scales in females (sublab),1
viperidae,keeled body scales at mid-body in females (bsck),1
viperidae,shape of the head,1
viperidae,cryptelytrops rubeus head,1
viperidae,scales between the rear edges of the supraoculars (btwsupoc2),1
viperidae,eye (deye),1
viperidae,postocular white stripe (scroc),1
viperidae,dorsal scale rows (dv19to17),1
viperidae,body scales at mid-body (bsck),1
viperidae,head length (lhead),1
viperidae,scales between the nasal scale and the scale bordering the anterior edge of the pit (naspit),1
viperidae,first dorsal scale row (scr1),1
viperidae,sublabial scales (sublab),1
viperidae,chin shields (ventedge),1
viperidae,temporal scales (ktemp),1
viperidae,tail scale rows (sc12o10),1
viperidae,body size,6
viperidae,maximum total length,2
viperidae,4th supralabials separation from suboculars,1
viperidae,small and thin body bands across body and tail,1
viperidae,tal/svl ratio,1
viperidae,sl/hl ratio,1
viperidae,ed/hl ratio,1
viperidae,dorsal figures,1
viperidae,figure edges,1
viperidae,rounded spots near base of figures,1
viperidae,spots between triangles and along sides,1
viperidae,dorsal triangles,1
viperidae,body sides,1
viperidae,lower mouth region,1
viperidae,size can reach,1
viperidae,upper part of cerebrum,1
viperidae,midbody dorsal scales,3
viperidae,male ventrals,2
viperidae,female ventrals,2
viperidae,"dark, narrow streak",1
viperidae,thermoreceptors,1
viperidae,scales on chin,1
viperidae,scale forming anterior border of facial pit,1
viperidae,series of light spots,1
viperidae,pigments forming patches,1
viperidae,head scales count,1
viperidae,intercanthal scales,3
viperidae,outer circumocular scales,1
viperidae,intersupraocular rows of scales,1
viperidae,dorsal zigzag blotches shape,1
viperidae,fusion of dorsal blotches,1
viperidae,fusion of the dorsal blotches,1
viperidae,mid-dorsal scale rows,3
viperidae,dorsal zigzag stripe,1
viperidae,nasal bone,1
viperidae,efs,1
viperidae,body length,2
viperidae,ventr.,1
viperidae,scd.,1
viperidae,sq.,1
viperidae,front part of the mouth,1
viperidae,coloring of the upper side of the body,1
viperidae,drawing of the head,1
viperidae,light spot,1
viperidae,dark ring-shaped part,1
viperidae,lateral arcs,1
viperidae,dorsal complex spot,1
viperidae,this complex,1
viperidae,abdomen,1
viperidae,dsr around neck,1
viperidae,talgtl ratio in males,1
viperidae,talgtl ratio in females,1
viperidae,supraciliary scales,1
viperidae,maximum transverse head scales,1
viperidae,suprarostral scales,1
viperidae,black marking location,1
viperidae,genetic divergence of mitochondrial gene cytochrome b,1
viperidae,dorsalia,1
viperidae,sub caudalia,1
viperidae,prälacunale and supralabiale relationship,1
viperidae,kopf shape,1
viperidae,internasalia,1
viperidae,canthalia and supraocularia relationship,1
viperidae,präokularia,1
viperidae,postocularia,1
viperidae,suboculare,1
viperidae,labialschilder,1
viperidae,gularia,1
viperidae,gl,1
viperidae,zähne im palatinum and ptergyoid,1
viperidae,grundfärbung,1
viperidae,vertebrallinie,1
viperidae,flecken,1
viperidae,kopfoberseite,1
viperidae,oberlippen und kopfunterseite,1
viperidae,bauch,1
viperidae,schwanz,1
viperidae,shape,1
viperidae,frontal plate size,1
viperidae,distance between supraoculars,1
viperidae,lacunolabials,2
viperidae, cloacal scute,1
viperidae,frontal plate,2
viperidae,scales that contact the supraoculars,1
viperidae,median frontal scale,1
viperidae,frontal scale,2
viperidae,adult size (males),1
viperidae,scales at intersupraocular row,1
viperidae,ventral scales (males),2
viperidae,ventral scales (females),2
viperidae,subcaudal scales (males),1
viperidae,anterior cephalic scales,2
viperidae,tail length in males (ratio tl/svl),1
viperidae,tail length in females (ratio tl/svl),1
viperidae,head length in males (ratio hl/tr),1
viperidae,head length in females (ratio hl/tr),1
viperidae,adult size in males,1
viperidae,subcaudal scales in males,2
viperidae,cytb haplotype,1
viperidae,internasal scales,6
viperidae,frontal scales,1
viperidae,internasal–prefrontal region and supraoculars color,1
viperidae,dorsal pattern color,1
viperidae,medial spots on anterior portion of body,1
viperidae,medial spots at midbody,1
viperidae,medial spots on posterior one-quarter of body,1
viperidae,paravertebral spots within each dorsal blotch,1
viperidae,proximal rattle segment color,1
viperidae,medial spot,1
viperidae,anterior dorsal blotches,1
viperidae,ventrals (in comparison with c. m. nigrescens and c. m. oaxacus),1
viperidae,head pigmentation,1
viperidae,size (compared to c. totonacus),1
viperidae,dorsal blotch pattern (compared to c. totonacus),1
viperidae,vertebral ridge (compared to c. totonacus),1
viperidae,bothriechis aurifer,1
viperidae,bothriechis bicolor,1
viperidae,bothriechis lateralis,1
viperidae,bothriechis marchi,1
viperidae,bothriechis nigroviridis,1
viperidae,bothriechis rowleyi,1
viperidae,bothriechis schlegelii,1
viperidae,bothriechis supraciliaris,1
viperidae,bothriechis thalassinus,1
viperidae,light areas of ground color,1
viperidae,bases of crossbands,1
viperidae,ventrolateral spots,1
viperidae,white markings,1
viperidae,light lines on sides of head's width,1
viperidae,upper light line on the sides of head's width,1
viperidae,lower light line on the sides of head's width,1
viperidae,white areas on supralabials,1
viperidae,light line on the supralabials,1
viperidae,solenoglyph teeth,1
viperidae,dorsal head,2
viperidae,body size (tl),1
viperidae,dorsal body and tail color,1
viperidae,viperid snake,1
viperidae,rows around the middle of the body,1
viperidae,black vertical stripes,1
viperidae,hypopophyses,1
viperidae,parapophyses,1
viperidae,parietale,1
viperidae,basisphenoid,1
viperidae,basioccipital,1
viperidae,medial process of the compound bone,1
viperidae,anterior dorsal scale rows,1
viperidae,ventral scales count,1
viperidae,mid-dorsal zig-zag band (nizb),1
viperidae,subcaudals coloration,1
viperidae,dorsal coloration of tail tip (dctt),1
viperidae,pileus coloration (pc),1
viperidae,head angle marks (dsha),1
viperidae,ventral scales counts,1
viperidae,subcaudal scale counts,1
viperidae,body blotches,1
viperidae,intercanthal presence,1
viperidae,undivided upper preocular,1
viperidae,tail (males),1
viperidae,tail (females),1
viperidae,divided upper preocular,1
viperidae,proximal rattle width,1
viperidae,interspaces between dorsal and lateral blotches,1
viperidae,proximal rattle and underside of tail,1
viperidae,anterior intercanthal,1
viperidae,mean number of ventrals,1
viperidae,mean number of subcaudals,1
viperidae,proportionately longer tail in males,1
viperidae,mean proximal rattle width,1
viperidae,mean number of dorsal blotches,1
viperidae,mean number of tail bands,1
viperidae,few ventrals in females,1
viperidae,mean number of ventrals in males,1
viperidae,mean number of  subcaudals in females,1
viperidae,proportionately shorter tail in females,1
viperidae,higher number of ventrals in males,1
viperidae,mean number higher in females,1
viperidae,proportionately smaller proximal rattle,1
viperidae,large anterior intercanthal,1
viperidae,large head plates in the parietal region,1
viperidae,ventrals and subcaudals,1
viperidae,"ventrals and subcaudals for southern china, vietnam, laos",1
viperidae,ventrals and subcaudals for malaysian peninsula,1
viperidae,ratio tal/tl in males,1
viperidae,ratio tal/tl in females,1
viperidae,sc in males,1
viperidae,sc in females,1
viperidae,head size in adults,1
viperidae,initial rattles,1
viperidae,scales between the prenasals and rostral,1
viperidae,middorsal blotches on the body,1
viperidae,base of supraocular,1
viperidae,scales between orbit and labials,1
viperidae,scales at sides,1
viperidae,scales from rostral to supraocular,1
viperidae,internasals bordering nasals,1
viperidae,supranasal,1
viperidae,scales behind intersnals,1
viperidae,scales between canthals,1
viperidae,canthal scales between nasal and preocular,1
viperidae,scales bordering pit,1
viperidae,ventral pit scale,1
viperidae,superciliary,1
viperidae,scales bordering eye,1
viperidae,scales between eye and labials,1
viperidae,scales on top of snout,1
viperidae,scales across top of head between supraocular horns,1
viperidae,chinshields,1
viperidae,scales rows,1
viperidae,light areas at sides of body between blotches,1
viperidae,edges of ventrals,1
viperidae,subcaudal surface,1
viperidae,throat,1
viperidae,supraocular of undulatus,1
viperidae,supraocular of sphenophrys,1
viperidae,scales on top of head in undulatus,1
viperidae,scales in row behind internasals,1
viperidae,scales between horns,1
viperidae,rows of scales between eye and labials,1
viperidae,scales between pit border scale and labials,1
viperidae,snake,1
viperidae,symmetrical plates on the upper head,1
viperidae,cloacal plate,2
viperidae,body crossbands,1
viperidae,coloration of crossbands,1
viperidae,horns between the nostrils,1
viperidae,scales between the rostral and first supralabial,1
viperidae,cross bar on the dorsal surface of the head,1
viperidae,concavity on the lateral wall of the braincase for the origin of the m. retractor pterygoidei,1
viperidae,mid-dorsal stripe,1
viperidae,semicircular markings immediately lateral to this stripe,1
viperidae,black middorsal marking on the head,1
viperidae,posteriorly notched scales,1
viperidae,facets on the frontals for articulation with the prefrontals,1
viperidae,subhorizontal ridge on the lateral surface of the prootic overhanging the foramen for the mandibular branch of the trigeminal nerve,1
viperidae,postorbital stripes color,1
viperidae,anterior dorsals,2
viperidae,midbody dorsals,3
viperidae,adult size,3
viperidae,rtl,1
viperidae,ground color pattern,1
viperidae,length of adults,1
viperidae,pitviper,1
viperidae,rows of irregular scales between suboculars and supralabials,1
viperidae,first dorsals,1
viperidae,second dorsals,1
viperidae,third dorsals,1
viperidae,perioculars,2
viperidae,rows of subocular scales,1
viperidae,dorsal zigzag,1
viperidae,number of subocular scales,1
viperidae,fragmentation of parietals,1
viperidae,number of apicals,1
viperidae,mitochondrial genes,1
viperidae,p-distance,1
viperidae,scales between the eyes and the supralabials,1
viperidae,caudals in males,2
viperidae,caudals in females,2
viperidae,blotches in median series,2
viperidae,dark lateral blotches,1
viperidae,total length of average adults,1
viperidae,sparse dark flecks,1
viperidae,body size (for males),1
viperidae,body size (for females),1
viperidae,body ground colour pattern,1
viperidae,ventral colour,1
viperidae,"labial, lateral and dorsal sides of head",1
viperidae,occipital and postorbital stripes,1
viperidae,dorsal zigzag pattern,1
viperidae,dorsal windings,1
viperidae,first three supralabials,1
viperidae,dorsal scale row,2
viperidae,ventrals for males,1
viperidae,ventrals for females,1
viperidae,subcaudals for males,1
viperidae,subcaudals for females,1
viperidae,bilateral pits,3
viperidae,cardinal crossbands on the back,1
viperidae,head shape (lateral view),1
viperidae,head shape (dorsal view),1
viperidae,black spots,1
viperidae,medium-sized pit viper,1
viperidae,cross-bands color,1
viperidae,cross-bands size,1
viperidae,head coloration,1
viperidae,tail to total length ratio in males,1
viperidae,tail to total length ratio in females,1
viperidae,stripes,1
viperidae,dark stripes,1
viperidae,nasorostral scales,3
viperidae,ultimate supralabial scale,1
viperidae,temporal scale rows,2
viperidae,adult body size,4
viperidae,interrictals in males,1
viperidae,specimens,1
viperidae,blackish brown spots,1
viperidae,round spots,1
viperidae,arched stripes,1
viperidae,vaporous black spots,1
viperidae,mid-body dorsal scales,3
viperidae,body coloration,2
viperidae,rows of small discrete spots on the back,1
viperidae,pairs of subcaudal scales,1
viperidae,lateral white line,1
viperidae,simple subcaudal scales,1
viperidae,small scales surrounding each eye,1
viperidae,dorsal coloration pattern,1
viperidae,sides dark spots,1
viperidae,ventral scale,1
viperidae,anterior chin-shields,1
viperidae,canthal + intersupraocular scales,1
viperidae,dorsal colour pattern,1
viperidae,snout-vent length (svl),1
viperidae,tail length (tal),2
viperidae,length of head,2
viperidae,width of head,2
viperidae,snout–vent length,1
viperidae,ventral side color,1
viperidae,midbody scales,2
viperidae,"loreals, apicals, and crown shields",1
viperidae,pre-ventrals,1
viperidae,shields around an eye,1
viperidae,zigzag wings,1
viperidae,color of males,1
viperidae,color of females,1
viperidae,zigzag,1
viperidae,belly color of females,1
viperidae,belly color of males,1
viperidae,dorsal color pattern,1
viperidae,lacunolabial scale,3
viperidae,subfoveal,1
viperidae,middorsal scales,2
viperidae,hemipenial lobes,3
viperidae,coloration of the body dorsal surface,1
viperidae,general coloration,1
viperidae,two pre- and two postoculars,1
viperidae,a large number of ventral scales (v+prev),1
viperidae,a large number of sub- caudal scales,1
viperidae,a large number of light bands around the body,1
viperidae,a large number of light bands around the body and the tail,1
viperidae,males' total length,1
viperidae,females' total length,1
viperidae,snout shape,3
viperidae,sides,1
viperidae,light areas between bands,1
viperidae,dorsal scales around mid-body,1
viperidae,dorsal scale,1
viperidae,dorsal scales around midbody,1
viperidae,dark transverse bands width,1
viperidae,dark transverse bands location,1
viperidae,lateral stripe on the outer posterior edges of ventrals,1
viperidae,sometimes the first dorsal scale row,1
viperidae,medial intercanthals,1
viperidae,scales between suboculars and 4th supralabial,1
viperidae,markings between the blotches,1
viperidae,rattles,1
viperidae,abdominal plates,2
viperidae,tail plates,1
viperidae,gap between labials and eye,1
viperidae,general appearance,1
viperidae,postocular line,1
viperidae,mid-dorsal scale count,1
viperidae,subcaudal scale count,1
viperidae,spines on hemipenes,1
viperidae,dorsal background coloration,1
viperidae,olive horn color transverse patches,1
viperidae,ventrolateral lines,1
viperidae,c-shaped pattern on occipital region of head,1
viperidae,prominent vertebral process,1
viperidae,scale tuberculations,2
viperidae,paravertebral stripes,3
viperidae,presupraloreal scale,1
viperidae,postloreal scale,1
viperidae,postsupraloreal scale,3
viperidae,contact between lacunal and supralabial scales,2
viperidae,contact between paravertebral stripes and supraocular scales,2
viperidae,dark prefrontal bar,2
viperidae,first infralabial scales,1
viperidae,postrostral scale,2
viperidae,prenasal-supralabial scales contact,2
viperidae,interpreocular scale,2
viperidae,anterior intersupraocular scales,1
viperidae,presupraloreal,1
viperidae,postloreal,1
viperidae,superciliar scale,2
viperidae,lacunal-supralabial scales contact,1
viperidae,dorsal body blotches in males,2
viperidae,dorsal body blotches in females,2
viperidae,contact between paravertebral stripes and supraoculars,1
viperidae,prefrontal bar,2
viperidae,color in life,2
viperidae,vertebral process,1
viperidae,length of paravertebral stripes,1
viperidae,first infralabial scale,1
viperidae,usually three anterior intersupraocular scales,1
viperidae,open presupraloreal,1
viperidae,postloreal scales,1
viperidae,tertiary blotches,1
viperidae,contact of paravertebral stripes with supraoculars,1
viperidae,dessus de la tête,1
viperidae,petit tubercule,1
viperidae,écailles sous-caudales,1
viperidae,rangs d’écailles dorsales à mi-corps,1
viperidae,ventrales et de sous-caudales,1
viperidae,trois suprarostrales,1
viperidae,deux écailles entre la nasale et l’oeil,1
viperidae,deux rangées d’écailles entre l’oeil et les supralabiales chez les femelles tandis que la deuxième rangée est absente chez les mâles,1
viperidae,yeux,2
viperidae,ventrales,2
viperidae,rangs de dorsales à mi-corps,1
viperidae,sous-caudales divisées,2
viperidae,rangs dorsaux à mi-corps,1
viperidae,nombre de rangs dorsaux,2
viperidae,contact de l’œil avec les supralabiales et le petit nombre de rangs dorsaux,1
viperidae,number of sous-oculaires,1
viperidae,cinq suprarostrales,1
viperidae,trois écailles entre la nasale et l’œil,1
viperidae,lance-head pattern on upper head surface,1
viperidae,vertical facial stripes,1
viperidae,dorsal body and tail,1
viperidae,each scale,1
viperidae,transverse blotches,1
viperidae,large ventrolateral blotches,1
viperidae,number of mid-body scale rows,1
viperidae,vertical stripes from eyes,1
viperidae,"higher numbers of ventrals, supralabials and infralabials",1
viperidae,1st supralabial fused with nasal,1
viperidae,orange to reddish stripe,1
viperidae,tail to total length ratio (tal/tl),1
viperidae,hemipenis reach,1
viperidae,tail shape,1
viperidae,svl (snout to vent length),1
viperidae,tal (tail length),1
viperidae,tl (total length),1
viperidae,hl (head length),1
viperidae,hw (head width),1
viperidae,# of ventral scales,1
viperidae,# of subcaudals scale,1
viperidae,# of dorsal scale rows,1
viperidae,pupil color,1
viperidae,dorsal tail,2
viperidae,lateral and ventral tail,1
viperidae,stripe on the ventral part of the tail,1
viperidae,cep,1
viperidae,“horns” above the eyes,1
viperidae,rows of scales between the eyes and supralabials,1
viperidae,conspicuous lateral and/or dorsal markings on the head,1
viperidae,interorbitals and interrictals,1
viperidae,background dorsal coloration,1
viperidae,large transverse dark markings,1
viperidae,rows of scales between eye and supralabials,1
viperidae,scales between the eye and the nasal,1
viperidae,maximum known total length,1
viperidae,relative tail length (tal/tl),1
viperidae,dorsal and ventral color,1
viperidae,supralabial streak in males,1
viperidae,supralabial streak border,1
viperidae,stripes along the sides of the tail,1
viperidae,mid-body scale rows,1
viperidae,transverse dark bands on skin,1
viperidae,lateral head color,1
viperidae,lateral head,2
viperidae,ventrolateral line of male color,1
viperidae,ventrolateral line of male,1
viperidae,ventral scale in males,1
viperidae,ventral scale in females,1
