family,trait,count
amphisbaenidae,"midbody segments, ventral",1
amphisbaenidae,round precloacal pores,1
amphisbaenidae,preserved specimen's color,1
amphisbaenidae,dorsal surfaces,1
amphisbaenidae,postcloacal position,1
amphisbaenidae,fusion of head shields,1
amphisbaenidae,large elongate postfrontals,1
amphisbaenidae,postfrontals shape,1
amphisbaenidae,medium-sized parietals,1
amphisbaenidae,post-gennials,1
amphisbaenidae,postcloacal segments,4
amphisbaenidae,segments in mid-body annulus,2
amphisbaenidae,dorsal segments in mid body annulus,1
amphisbaenidae,ventral segments in mid body annulus,1
amphisbaenidae,species color,1
amphisbaenidae,posterior half of first postgenial rows,1
amphisbaenidae,posterior second postgenial rows,1
amphisbaenidae,oculars,3
amphisbaenidae,frontalparietal-occipitals,1
amphisbaenidae,"supralabials, infralabials",1
amphisbaenidae,chin segments,1
amphisbaenidae,anteriormost portion of the head,1
amphisbaenidae,"triangular, azygous median shield",1
amphisbaenidae,preocular supralabials,3
amphisbaenidae,preocular,5
amphisbaenidae, caudal annuli,1
amphisbaenidae,dorsal coloration,1
amphisbaenidae,caudal region,1
amphisbaenidae,caudal cap,4
amphisbaenidae,nasal shield,1
amphisbaenidae,rectangular prefrontal,1
amphisbaenidae,azygous shield,6
amphisbaenidae,first dorsal half-annulus,1
amphisbaenidae,second preocular supralabials,1
amphisbaenidae,third supralabial,3
amphisbaenidae,second postsupralabial,2
amphisbaenidae,trapezoidal malars,1
amphisbaenidae,"frontal, parietal, and pentagonal occipital",1
amphisbaenidae,postgenial,1
amphisbaenidae,"""prefrontals""",1
amphisbaenidae,malars and second infralabials,1
amphisbaenidae,segments of median ventral row,1
amphisbaenidae,size of specimen,1
amphisbaenidae,"nasal, preocular, prefrontal, and ocular",1
amphisbaenidae,postocular supralabial,1
amphisbaenidae,calcified plate,1
amphisbaenidae,dimensions,1
amphisbaenidae,trunk color,1
amphisbaenidae,holotype size,2
amphisbaenidae,collagen fibers of extracolumellar attachment,1
amphisbaenidae,posterior aspect of the 14th annulus,1
amphisbaenidae,dalophia,1
amphisbaenidae,first plus second postgenials,1
amphisbaenidae,second postgenials,6
amphisbaenidae,azygous head shield,1
amphisbaenidae,sutures,1
amphisbaenidae,lateral,1
amphisbaenidae,first postgenials,4
amphisbaenidae,azygous head shields,7
amphisbaenidae,lateral blind sutures,1
amphisbaenidae,keratinized zone,1
amphisbaenidae,slender shields,1
amphisbaenidae,midventral segments of the precloacal annulus,2
amphisbaenidae,middorsal segments of the tail,3
amphisbaenidae,interannular sutures,1
amphisbaenidae,chevron,1
amphisbaenidae,shape of azygous head shields,1
amphisbaenidae,sutures between dorsal segments,1
amphisbaenidae,dorsal surface of the tail,1
amphisbaenidae,plaques sur le dessous the tête,1
amphisbaenidae,round nose outline,1
amphisbaenidae,rostrale,7
amphisbaenidae,nasales,5
amphisbaenidae,occulaire,1
amphisbaenidae,symphysiale,4
amphisbaenidae,mentonnieres,1
amphisbaenidae,labiales inferieures,1
amphisbaenidae,queue,6
amphisbaenidae,middle of the trunk,1
amphisbaenidae,two ventral medians,1
amphisbaenidae,pectoral plates,1
amphisbaenidae,precloacal shield,1
amphisbaenidae,pectoral region shields,2
amphisbaenidae,midventral segments of the prepectoral annulus,1
amphisbaenidae,lateral and middorsal sulci,2
amphisbaenidae,plaque,1
amphisbaenidae,museau,6
amphisbaenidae,oculaire,2
amphisbaenidae,labiales supérieures,3
amphisbaenidae,mentonnière pentagonale,1
amphisbaenidae,labiales inférieures,3
amphisbaenidae,grande plaque arrondie,1
amphisbaenidae,anneaux sur le tronc,1
amphisbaenidae,anneau au milieu du corps,1
amphisbaenidae,deux segments ventraux médians,1
amphisbaenidae,plaques pectorales,1
amphisbaenidae,segments préanaux,3
amphisbaenidae,middorsal sulci,1
amphisbaenidae,interannular sutures angles with the median,1
amphisbaenidae,length range,1
amphisbaenidae,pigmentation on the dorsum,1
amphisbaenidae,the lower jaw,1
amphisbaenidae,three supralabials,1
amphisbaenidae,first row postgenials,1
amphisbaenidae,elongate shields,1
amphisbaenidae,middorsal segments on the tail,1
amphisbaenidae,cephalic shield,1
amphisbaenidae,tip of the tail,2
amphisbaenidae,caudal annulus,2
amphisbaenidae,dorsal surface of the trunk,1
amphisbaenidae,"ocular, eye",1
amphisbaenidae,chin shields: anterior row,1
amphisbaenidae,chin shields: posterior row,1
amphisbaenidae,segments in midbody annulus,2
amphisbaenidae,pectoral segments,6
amphisbaenidae,color above,2
amphisbaenidae,intersegmental grooves,1
amphisbaenidae,subcaudal segments,1
amphisbaenidae,gular fold,2
amphisbaenidae,oceipitals,1
amphisbaenidae,intersegmental grooves color,1
amphisbaenidae,infraocular,1
amphisbaenidae,postpectoral annuli,2
amphisbaenidae,body vertebrae,1
amphisbaenidae,ventral postpectoral half-annuli,5
amphisbaenidae,dorsal postpectoral half-annuli,5
amphisbaenidae,supraocular shields,3
amphisbaenidae,suture,1
amphisbaenidae,rostronasal shield,2
amphisbaenidae,dermal annuli per vertebrae,1
amphisbaenidae,preocloacal pores,1
amphisbaenidae,rows of enlarged shields atop the head,1
amphisbaenidae,azygous,3
amphisbaenidae,species of leposternon,1
amphisbaenidae,supralabial shield,1
amphisbaenidae,infralabial shield,1
amphisbaenidae,mental shield,1
amphisbaenidae,postpectoral halfannuli,1
amphisbaenidae,shape,1
amphisbaenidae,"ventral-postpectoral half-annuli, dorsal postpectoral half-annuli",1
amphisbaenidae,dorsal half-annuli scales,1
amphisbaenidae,ventral half-annuli scales,1
amphisbaenidae,precloacal vertebrae,3
amphisbaenidae,precloacal pores and autotomy,1
amphisbaenidae,background coloration of living specimens,1
amphisbaenidae,dorsal pigments,1
amphisbaenidae,background coloration of alcohol preserved specimens,1
amphisbaenidae,sample from municipality of camaçari,1
amphisbaenidae,vertebral plate,1
amphisbaenidae,frontal plate,1
amphisbaenidae,temporal shields,1
amphisbaenidae,plates of the sternal disk,1
amphisbaenidae,postpectoral counts,2
amphisbaenidae,frontals of head segment,1
amphisbaenidae,small azygous,1
amphisbaenidae,first supralabials,1
amphisbaenidae,rostronasal,1
amphisbaenidae,dorsal segments per annulus,1
amphisbaenidae,precloacal pore,1
amphisbaenidae,shape of the segments along the posterior junction of the rostronasal,1
amphisbaenidae,body vertebrae count,1
amphisbaenidae,number of dermal annuli per vertebra,1
amphisbaenidae,range of postpectorals,1
amphisbaenidae,dorsal postpectorals,1
amphisbaenidae,segments per annulus,3
amphisbaenidae,azygous and frontals,1
amphisbaenidae,"prefrontals, azygous, frontal, parietal, supraocular, temporal",1
amphisbaenidae,dorsal portion of head,1
amphisbaenidae,specimens initially classified as rio-high,1
amphisbaenidae,"their head segmentation (figs. 3b, 9)",1
amphisbaenidae,occipital region,1
amphisbaenidae,precloacals pores,2
amphisbaenidae,external eye,1
amphisbaenidae,third postsupralabial,1
amphisbaenidae,first postinfralabial,1
amphisbaenidae,segment color,1
amphisbaenidae,anterior segments,1
amphisbaenidae,tail and trunk,1
amphisbaenidae,caudal tips,1
amphisbaenidae,lateroventral edges of the tail,1
amphisbaenidae,ventral caudal surface,1
amphisbaenidae,the autotomy annulus and the adjacent annuli,1
amphisbaenidae,the head shields,1
amphisbaenidae,dorsal portion of the first body annulus,1
amphisbaenidae,third infralabial,2
amphisbaenidae,postinfralabial,1
amphisbaenidae,postgenial segments,3
amphisbaenidae,ventral portions of the second to fifth body annuli,1
amphisbaenidae,preocular region,1
amphisbaenidae,conical and noncompressed head,1
amphisbaenidae,enlarged shields,2
amphisbaenidae,large postinfralabial or a small one with an enormous malar,1
amphisbaenidae,pectoral scales,2
amphisbaenidae,oval precloacal pores,1
amphisbaenidae,skull,2
amphisbaenidae,dentition,3
amphisbaenidae,four pairs of large shields behind the rostral,1
amphisbaenidae,prognathous snout,1
amphisbaenidae,frontal tip,1
amphisbaenidae,bluntly conical tail,1
amphisbaenidae,rostral tip and dorsal aspect of large specimens,1
amphisbaenidae,postgenial rows,1
amphisbaenidae,conically tail,1
amphisbaenidae,"unsegmented, produced, doubled vertical keel",1
amphisbaenidae,deux grandes plaques sur le dessus de la tète,1
amphisbaenidae,préoculaire,1
amphisbaenidae,postoculaire,1
amphisbaenidae,occipitales,1
amphisbaenidae,mentonnière hexagonale,1
amphisbaenidae,anneaux sur le corps,2
amphisbaenidae,anneaux sur la queue,1
amphisbaenidae,un anneau au milieu du tronc,1
amphisbaenidae,2 segments ventraux médians,1
amphisbaenidae,grandes plaques pectorales allongées,1
amphisbaenidae,two large shields covering the head,1
amphisbaenidae,pair of occipitals,3
amphisbaenidae,median segments,1
amphisbaenidae,pectorals,11
amphisbaenidae,dorsal head shield,4
amphisbaenidae,lateral sutures,1
amphisbaenidae,anterior postgenials,2
amphisbaenidae,large shields covering head,1
amphisbaenidae,maxillary teeth,3
amphisbaenidae,mandibular teeth,1
amphisbaenidae,vertebral line,1
amphisbaenidae,large blotches,1
amphisbaenidae,shields covering the head,4
amphisbaenidae,supraocular,2
amphisbaenidae,premaxillary tooth,2
amphisbaenidae,dark dorsal pigmentation,1
amphisbaenidae,juveniles,1
amphisbaenidae,postgenials in the first row,1
amphisbaenidae,dark patches,1
amphisbaenidae,shield in profile,1
amphisbaenidae,elongate ocular shield,1
amphisbaenidae,row of parietals,1
amphisbaenidae,supernumerary dorsal half-annuli,7
amphisbaenidae,midbody annulus dorsal segments,1
amphisbaenidae,midbody annulus ventral segments,1
amphisbaenidae,litre,1
amphisbaenidae,diagonal folding lines on the dorsal surface,1
amphisbaenidae,terminal segments,1
amphisbaenidae,anterior shield,3
amphisbaenidae,above coloration,1
amphisbaenidae,below coloration,1
amphisbaenidae,plaque sur le dessus de la tête,1
amphisbaenidae,œil,2
amphisbaenidae,mentonnière,1
amphisbaenidae,plaques,1
amphisbaenidae,un anneau,1
amphisbaenidae,segments ventraux médians,1
amphisbaenidae,grandes plaques pectorales,1
amphisbaenidae,dorsal surface pigmentation,1
amphisbaenidae,pectoral zone,1
amphisbaenidae,pigmentation on head shields,1
amphisbaenidae,diagonal folding lines,1
amphisbaenidae,dorsal surface of the trunk and tail,1
amphisbaenidae,accentuated area on the dorsal surface of the tail,1
amphisbaenidae,first postgenial segments,1
amphisbaenidae,second postgenial segments,1
amphisbaenidae,lateral notches in the heavily keratinized shield,1
amphisbaenidae,posterior processes of the nasals,1
amphisbaenidae,medial pair of shields,1
amphisbaenidae,smaller medial pair of shields,1
amphisbaenidae,dorsal interannular sutures,3
amphisbaenidae,precloacal shield segments,1
amphisbaenidae,snout-vent length in adults,1
amphisbaenidae,body and caudal annuli,2
amphisbaenidae,melanophores,1
amphisbaenidae,nasals processes,1
amphisbaenidae,pigmentation on tail,1
amphisbaenidae,postmental (genial),1
amphisbaenidae,pairs of postgenials,1
amphisbaenidae,large shields covering the head,1
amphisbaenidae,pigmentation location,1
amphisbaenidae,pigmentation location on tail,1
amphisbaenidae,posterior postgenials,1
amphisbaenidae,shields covering head,1
amphisbaenidae,one large shield,2
amphisbaenidae,shield of larger specimens,1
amphisbaenidae,slender shields correlated with body annuli,1
amphisbaenidae,folding lines,1
amphisbaenidae,large precloacal pores,1
amphisbaenidae,caudal cap segments,1
amphisbaenidae,large head shield (gazei),1
amphisbaenidae,h. & b. (gazei),1
amphisbaenidae,modified pectoral region,1
amphisbaenidae,number of annuli (gazei),1
amphisbaenidae,number of segments on each annulus (gazei),1
amphisbaenidae,supernumerary dorsal half-annuli (gazei),1
amphisbaenidae,loreal,1
amphisbaenidae,body annuli count for the paratype nmzb-um 5528,1
amphisbaenidae,first row of postgenials,1
amphisbaenidae,body annuli (from dande safari area species),1
amphisbaenidae,head shields(with lateral clefts) in the specimens from dande safari area,1
amphisbaenidae,largest specimen(nmzb 14967),1
amphisbaenidae,humps on the fronto-parietal sutures,1
amphisbaenidae,well developed saggital crest,1
amphisbaenidae,blind nasal sulcus,1
amphisbaenidae,preoculars,6
amphisbaenidae,postmentals,1
amphisbaenidae,dorsal segments in a midbody annulus,1
amphisbaenidae,ventral segments in a midbody annulus,1
amphisbaenidae,svl/diameter ratio,6
amphisbaenidae,holotype,1
amphisbaenidae,build,1
amphisbaenidae,last body annulus,1
amphisbaenidae,diameter,1
amphisbaenidae,colouration,1
amphisbaenidae,ventrum,2
amphisbaenidae,temporal shield,1
amphisbaenidae,largest size,1
amphisbaenidae,pigmentation in juveniles,1
amphisbaenidae,juvenile ventrum,1
amphisbaenidae,pigmentation in adults,1
amphisbaenidae,chin and throat color,2
amphisbaenidae,"basipterygoid processes, partes posteriores choan arum and supratemporals",1
amphisbaenidae,post orbital arch,1
amphisbaenidae,prefrontal shields,2
amphisbaenidae,"postfrontals, parietals, occipitals, temporals, labials, postmental, sublabial",1
amphisbaenidae,measurements,1
amphisbaenidae,species of zygaspis,1
amphisbaenidae,pre- and postcloacal segments,1
amphisbaenidae,trunk annuli,1
amphisbaenidae,preanals,1
amphisbaenidae,postocular and temporal,1
amphisbaenidae,svl/diameter,1
amphisbaenidae,tail size,1
amphisbaenidae,supralabials color,1
amphisbaenidae,ventral segments color,1
amphisbaenidae,"chin, throat and cloacal segments",1
amphisbaenidae,"pre-frontals, frontals, occipitals",1
amphisbaenidae,mental shape,1
amphisbaenidae,chin shield,1
amphisbaenidae,dorsal and ventral segments,2
amphisbaenidae,pre-anal pores,1
amphisbaenidae,"body annuli, caudal annuli, and segments in a midbody annulus",1
amphisbaenidae,autotomy signs,1
amphisbaenidae,large parietals,1
amphisbaenidae,autotomy annulus at the eighth caudal annulus,1
amphisbaenidae,cicatricial precloacal pores,1
amphisbaenidae,nonpored medial scales,1
amphisbaenidae,dorsal segments to the midbody annulus,1
amphisbaenidae,ventral segments to the midbody annulus,1
amphisbaenidae,ventral region,1
amphisbaenidae,dorsal segments per annuli at midbody,2
amphisbaenidae,ventral segments per annuli at midbody,3
amphisbaenidae,distance between nostril and upper lip,1
amphisbaenidae,checkered pattern,1
amphisbaenidae,dorsal and lateral parts of body,1
amphisbaenidae,ventral surface color,1
amphisbaenidae,cercolophia,1
amphisbaenidae,body posterior to the neck,1
amphisbaenidae,upper head scales,1
amphisbaenidae,lateral annuli and caudal annuli,1
amphisbaenidae,dorsal and ventral segments to a midbody annulus,1
amphisbaenidae,5th or 6th caudal annulus,1
amphisbaenidae,constriction site,1
amphisbaenidae,autotomic site,4
amphisbaenidae,male tail,1
amphisbaenidae,nasorostral scale,2
amphisbaenidae,nasais independentes,1
amphisbaenidae,supralabiais,1
amphisbaenidae,anéis corporais,1
amphisbaenidae,anéis caudais,1
amphisbaenidae,segmentos em um anel no meio do corpo,1
amphisbaenidae,aba anal,1
amphisbaenidae,fileira de poros,1
amphisbaenidae,interannular spaces,1
amphisbaenidae,paramedian pairs of ventral segments,1
amphisbaenidae,number of cloacals,1
amphisbaenidae,total segments to a midbody annulus,1
amphisbaenidae,internasal sutures,1
amphisbaenidae,number of caudal annuli,2
amphisbaenidae,chin condition,1
amphisbaenidae,positive “difference counts”,1
amphisbaenidae,posterior annuli spanned by the jaw measurement,1
amphisbaenidae,number of segments to a midbody annulus,1
amphisbaenidae,color pattern on dorsum,1
amphisbaenidae,series of large head shields,1
amphisbaenidae,"supraocular, preocular, and infraocular shields",1
amphisbaenidae,snout-vent length (svl),1
amphisbaenidae,dorsal head shields,1
amphisbaenidae,infralabial shields,3
amphisbaenidae,eyes,1
amphisbaenidae,pectoral annuli,1
amphisbaenidae,post-pectoral annuli,1
amphisbaenidae,dorsum color in life,1
amphisbaenidae,venter color in life,1
amphisbaenidae,color in preservative,2
amphisbaenidae,tail with small conic tubercules,1
amphisbaenidae,mouth,1
amphisbaenidae,2 prefrontals,1
amphisbaenidae,suture between nasals,1
amphisbaenidae,segments in a ring on the middle of the body,1
amphisbaenidae,rings on the body,1
amphisbaenidae,sides and underside,1
amphisbaenidae,forward half,1
amphisbaenidae,snout-vent-length,1
amphisbaenidae,seventh and/or eighth caudal annulus,1
amphisbaenidae,postgenials in first row,1
amphisbaenidae,marked elongation of dorsal segments of trunk annuli,1
amphisbaenidae,dorsal segments in midbody half-annulus,4
amphisbaenidae,ventral segments in midbody half-annulus,3
amphisbaenidae,large plates in dorsal head shields posterior to rostronasal,1
amphisbaenidae,head length,3
amphisbaenidae,rostronasal length,3
amphisbaenidae,azygous width,2
amphisbaenidae,azygous length,2
amphisbaenidae,frontal length,1
amphisbaenidae,prefrontal length,1
amphisbaenidae,narrow head,1
amphisbaenidae,a row of occipitals anterior to the first body annulus,1
amphisbaenidae,rows of postgenials located between malars,1
amphisbaenidae,malars posterior to the second infralabial,1
amphisbaenidae,elongate rostral,1
amphisbaenidae,total length of adults,1
amphisbaenidae,three upper labials,1
amphisbaenidae,one true subocular,1
amphisbaenidae,two irregular temporal series,1
amphisbaenidae,remaining scales of the mental region,1
amphisbaenidae,nasal and prefrontal scales,1
amphisbaenidae,frontal scales,2
amphisbaenidae,supra and infralabials,1
amphisbaenidae,presence of more than 300 body annuli,1
amphisbaenidae,tenth anteriormost body annuli,1
amphisbaenidae,head and snout,1
amphisbaenidae,posterior tip rostral,1
amphisbaenidae,segments in gular region,1
amphisbaenidae,dorsal body scales,1
amphisbaenidae,ventral body scales,1
amphisbaenidae,body scales,1
amphisbaenidae,hemipenis,1
amphisbaenidae,color in life,1
amphisbaenidae,eye color,1
amphisbaenidae,svl in male,1
amphisbaenidae,svl in female,1
amphisbaenidae,rostrum,1
amphisbaenidae,dorsal postpectoral half‐annuli,1
amphisbaenidae,ventral postpectoral half‐ annuli,1
amphisbaenidae,rostral and nasals,3
amphisbaenidae,gular portion,2
amphisbaenidae,prefrontals bone with nasal process,1
amphisbaenidae,frontal portion of head,1
amphisbaenidae,segments in the tip of the tail,1
amphisbaenidae,dorsal segments in the midbody annulus,1
amphisbaenidae,ventral segments in the midbody annulus,1
amphisbaenidae,presence of postmalar row,1
amphisbaenidae,shape of first supralabial,1
amphisbaenidae,eighth postcloacal annulus,1
amphisbaenidae,dorsal and ventral segments to the midbody annulus,1
amphisbaenidae,nasals in broad contact at midline,1
amphisbaenidae,head scales fusion,1
amphisbaenidae,suture between frontals,2
amphisbaenidae,tail length and shape,1
amphisbaenidae,dorsal and ventral segments of midbody annulus,1
amphisbaenidae,autotomy sites on caudal annuli,1
amphisbaenidae,maximum svl,1
amphisbaenidae,tl/bl,1
amphisbaenidae,frontales,1
amphisbaenidae,temporales,2
amphisbaenidae,supérieures-labiales,1
amphisbaenidae,inférieures-labiales,1
amphisbaenidae,annuli (body rings) on the tail,1
amphisbaenidae,segments in body ring,1
amphisbaenidae,number of precloacal pores,1
amphisbaenidae,body size,1
amphisbaenidae,number of parietals,1
amphisbaenidae,lateral and dorsal sulci,1
amphisbaenidae,doral and ventral segments,1
amphisbaenidae,postsupralabial,1
amphisbaenidae,post-infralabial,1
amphisbaenidae,median hiatus between precloacal pores,1
amphisbaenidae,autotomic constriction at caudal annuli,1
amphisbaenidae,segments pectoraux,1
amphisbaenidae,segments around the midbody,1
amphisbaenidae,frontale médiane,1
amphisbaenidae,écaillure céphalique,1
amphisbaenidae,supraoculaire,1
amphisbaenidae,pores cloacaux,1
amphisbaenidae,body rings(anneaux le long du corps),1
amphisbaenidae,tail rings(anneaux le long de la queue),1
amphisbaenidae,frontale médiane (median frontal),1
amphisbaenidae,"fusion of the nasal to the anteriormost supralabials, the preocular, and the prefrontal",1
amphisbaenidae,oculaire (ocular),1
amphisbaenidae,fusion of the first posterior supralabial with the postocular,1
amphisbaenidae,fusion of the second posterior supralabial with the temporals,1
amphisbaenidae,mid-ventral segment,1
amphisbaenidae,frontale,1
amphisbaenidae,temporale,1
amphisbaenidae,occipitale,1
amphisbaenidae,supralabiales antérieures,1
amphisbaenidae,nasale,1
amphisbaenidae,préfrontale,1
amphisbaenidae,post-frontale,1
amphisbaenidae,pariétale,1
amphisbaenidae,supralabiales postérieures,1
amphisbaenidae,amphisbaenian,1
amphisbaenidae,nostril openings,1
amphisbaenidae,prefrontal bones,1
amphisbaenidae,frontal portion of the head,1
amphisbaenidae,rostral processes,1
amphisbaenidae,adults specimens,1
amphisbaenidae,dentary teeth,2
amphisbaenidae,rostral process of nasal,1
amphisbaenidae,rostral process of maxilla,1
amphisbaenidae,premaxillary foramina,1
amphisbaenidae,rostronasal width,2
amphisbaenidae,frontal suture length,1
amphisbaenidae,parietal suture,1
amphisbaenidae,temporal length,2
amphisbaenidae,temporal width,1
amphisbaenidae,prefrontals length,3
amphisbaenidae,prefrontals width,2
amphisbaenidae,height posterior of head,1
amphisbaenidae,comissure of the mouth length,1
amphisbaenidae,midbody width,2
amphisbaenidae,body slenderness proportion,1
amphisbaenidae,chevron-shaped anterior body annuli,1
amphisbaenidae,precloacal half-annuli,1
amphisbaenidae,dorsal sulci,1
amphisbaenidae,svl (snout-vent length),1
amphisbaenidae,black pigmentation,1
amphisbaenidae,chin area,1
amphisbaenidae,two temporals and two post-supralabials,1
amphisbaenidae,mid-body annulus,1
amphisbaenidae,post-mental,1
amphisbaenidae,body annuli in amphisbaena q. quadrifrons,1
amphisbaenidae,body annuli in amphisbaena q. capensis,1
amphisbaenidae,body annuli for z. quadrifrons,1
amphisbaenidae,body annuli for z. quadrifrons(according to broadley and broadley),1
amphisbaenidae,leposternon mineiro sp. nov.,1
amphisbaenidae,frontal portion of facial section of head,1
amphisbaenidae,dermal annuli,1
amphisbaenidae,rostronasal and azygous shields,1
amphisbaenidae,dorsal portion of body color,1
amphisbaenidae,azygous shield length,1
amphisbaenidae,azygous shield width,1
amphisbaenidae,frontals length,1
amphisbaenidae,amphisbaenid,1
amphisbaenidae,dorsal segments on midbody,1
amphisbaenidae,ventral segments on midbody,1
amphisbaenidae,"rostral, nasal, first supralabial",1
amphisbaenidae,anterior part of prefrontals,1
amphisbaenidae,first 2-3 ventral segments,1
amphisbaenidae,ventral segments after first third of body,1
amphisbaenidae,scales on tail,1
amphisbaenidae,tail annulus,1
amphisbaenidae,intercalated body annuli,1
amphisbaenidae,"head shields(nasal, prefrontal, frontal, parietal)",1
amphisbaenidae,mental and post-mental scales,1
amphisbaenidae,post-genial scales,1
amphisbaenidae,pre-cloacal scales and post-cloacal scales,1
amphisbaenidae,segments at the tip of the tail,2
amphisbaenidae,dorsal segments on the mid-body annulus,1
amphisbaenidae,16s rdna mean genetic distance for a. munoai,1
amphisbaenidae,number of pre-cloacal pores,1
amphisbaenidae,parental shields,1
amphisbaenidae,coloration of tail tip,1
amphisbaenidae,scales on tail tip,1
amphisbaenidae,coloration pattern,1
amphisbaenidae,size of parietal shields,1
amphisbaenidae,size of frontal shield,1
amphisbaenidae,genes,1
amphisbaenidae,segments at the tip of tail,1
amphisbaenidae,snout length,1
amphisbaenidae,dorsal segments per annulus at midbody,2
amphisbaenidae,ventral segments per annulus at midbody,2
amphisbaenidae,svl (snout vent length),1
amphisbaenidae,dorsal segments/annulus at midbody,1
amphisbaenidae,ventral segments/annulus at midbody,1
amphisbaenidae,major scale fusions on the head,1
amphisbaenidae,suture lengths,1
amphisbaenidae,"caudal annuli (in a. fuliginosa, a. leucocephala, a. mertensii, a. pretrei, a. spurrelli, a. vermicularis)",1
amphisbaenidae,rounded tail tip,1
amphisbaenidae,"head (in a. angustifrons, a. fuliginosa, a. leucocephala, a. mertensii, a. pretrei, a. spurrelli, a. vermicularis)",1
amphisbaenidae,second supralabial scale,1
amphisbaenidae,angulus oris,1
amphisbaenidae,second infralabial scale,1
amphisbaenidae,premaxillar teeth,1
amphisbaenidae,maxillar teeth,1
amphisbaenidae,temporal scale,1
amphisbaenidae,postgenial scale row,1
amphisbaenidae,postmalar scale rows,1
amphisbaenidae,autotomy sites,1
amphisbaenidae,dorsal and ventral color,1
amphisbaenidae,23.mention about body size,1
amphisbaenidae,dorsal and ventral surfaces color,1
amphisbaenidae,mentioned scales color and rows,1
amphisbaenidae,mentioned scales,1
amphisbaenidae,medial ventral segments,1
