species,11th marginal,11th marginals,1st vertebral,2d and 3d vertebrals,4 claws on each forelimb,4th vertebral,5th vertebral,abdominal scutes (asl/cl),adult size,affinities,alveolar ridge,anal scute notch,antebrachial scales,antebrachium scales,anterio-lateral corner,anterior bridge strut,anterior bridge struts,anterior carapace,anterior lobes of the plastron rounded,anterior marginal length,anterior plastron,anterior/posterior black spots,antero-medial distal tibial scale,antero-medial row of tibial scales,atlas (c1) not elongated,atlas elements fused,atlas length,axillary buttresses,barbels,barbels length,base color,basisphenoid,blunt,blunt snout,body shape,bridge,bridge length,bridge shape,bright yellow coloration,bright yellow marking,bright yellow stripe,bright yellow stripes,brown to black,brownish or blackish speckling,carapace,carapace border,carapace central portion,carapace color,carapace color (angkibaanya),carapace depth,carapace depth/length,carapace elongation,carapace keel,carapace length,carapace margin reduction,carapace markings,carapace oblong to oval,carapace of elseya dentata,carapace ornamentation,carapace pattern,carapace posterior rim,carapace sculpturing,carapace scutes,carapace shape,carapace size,carapace strongly convex,carapace texture,carapace width,carapace width/length,carapacial color,carapacial median groove,carapacial median keel,carapacial opening,carapacial scute surface,casque,central vertebral keel,cervical,cervical scute,cervical vertebrae 2–4,cervical vertebrae length,chelodina,chelodina longicollis,chin barbels,cloacal bursae,color phases,color retention (female),cornubranchiale,costal bones,cream or yellow plastron,creamish or whitish,dark markings through eye,dark markings through iris,dark to black circular spots,dentary bones enlarged,dentary symphysis,difference from elseya purvisi,distal caudal vertebrae,distinct vertebral groove,distribution,dorsal color,dorsal coloration,dorsal head color,dorsal scutes,dorsum of neck,dorsum of the head,egg size,eleventh marginal width,entoplastron,epibranchials cartilaginous,exposed neural bones,eye,eye color,eye position,eye size,eyes,face color,face shape,facial coloration,facial coloration fades with age,facial scales,female head,femoral scutes (fsl/cl),first and second marginal plates width,first and second marginal scutes,first neural bone,first pair of costals,flat head,flat uncornified temporal scales,fluid secretion,fore lobe shape,forearm scales,forelobe,forelobe size,four claws,fourth and rest of marginal plates width,front cavity shape,frontal bones,frontal scutes,g - ig scute sulcus length,genetic distinctiveness,gular scutes,gular shields in contact in front of the intergular,habitat,hard palate shape,head,head and neck length,head background color,head casque,head color,head color pattern,head features,head features (young),head robusticity,head shape,head shield,head shield (casque) color,head shield (casque) shape,head shield blotches,head shield color,head shield lateral extensions,head shield width,head size,head width,head width to head length ratio,hind lobe,hind lobe shape,holotype,horny head shield,horny plate,humerus and femur,hyolaryngeal assemblage,hyolaryngeal complex modified,ih sulci length,ilium contact,ilium in contact with 8th pleural,ilium sutures,incubation period,inguinal and axillary buttresses,inguinal buttresses,inguinal musk glands present,inter-orbital band,interanal plastral seam,interanal seam,interanal seam length,intergular,"intergular at least twice, or more than twice the length of the pectoral suture",intergular scute,intergular scute length,intergular scute posteriorly tapered,intergular scute shape,intergular scute size,intergular width,interlateral seam,interorbital width to head width ratio,ip sulcus length,iris,iris color,iris color (angkibaanya),iris ring,irregularly sculptured in surface pattern,jaw coloration,jaws,juvenile coloration,juvenile pattern,keel form,large,large broad palate,lateral band,lateral borders,lateral borders of the carapace,lateral edge of the head shield,lateral marginal scutes,lateral marginals,lateral margins,lateral sulcus of the first vertebral scute,laterally directed,length of head and neck,light brown band,lingual ridge,long neck,lower jawline/throat skin border,m1 and m2 size,m1 protrusion,m1/m2 sulcus,m2 size,m3-m7,male size,mandible color,mandibular rhamphotheca,mandibular symphysis,marbled light plastron,marginal plates,marginal scutes,marginal serration,marginal serrations,marginal shape,marginal undersides,maxilla color,maxillary rhamphotheca,maxillary tomial edge,maxillary triturating surface,maximum carapace length,maximum carapace length (male),maximum known length,medial depression,medial division of palate,medial groove,medial keel,medial ridge,medium to large freshwater turtles,mesoclemmys jurutiensis,mid-caudal aspect,middle of the fourth and eleventh,moderately deep body-form,moderately depressed,moderately large,mouth,mouth size,narrower less robust skull,neck,neck dorsum,neck dorsum texture,neck features,neck length,neck morphology,neck scales,neck thickness,neural bones,neural series,neurals,nictitating membrane,no central groove on carapace,nose shape,nuchal,nuchal bone,nuchal scute,number of barbels,number of facial scales,osteology,oval-shaped,paired barbels,palate shape,palatines,pale band on head and neck,parietal,parietal arch,parietal arch absent,parietal crest,parietal roof width,parietals,parieto-squamosal arches,pectoral-abdominal seam,pelvis bone strength,peripheral bones,periphery of carapace,phrynops geoffroanus,plastral formula,plastral patch,plastral seam formula,plastral sulcus formula,plastron,plastron and bridge color,plastron broad,plastron color,plastron coverage,plastron greatly expanded anteriorly,plastron length,plastron markings,plastron shape,plastron size,"plastron, bridge, and undersides of the marginals color",pleural scute #1 (p1) – vertebral scute #1 (v1) sulcus,pleural scutes,post-orbital stripe color,posterior bridge strut,posterior carapace depression,posterior head shield shape,posterior horny head shield,posterior mandibular skin,posterior margin,posterior margin elevation,posterior marginal flaring,posterior marginal smoothness,posterior marginals,posterior to the eye,posterior-center blotch,posteriorly-facing dark brown trident marking,precentral scute,prefrontal bones,proboscis length,proximal suture of strut,red coloration,reticulated ornamentation,rib tips,sclera,sclera color,scute surface,scutes,senescent males,serrated margin,sexual dimorphism,shell color,shell depth,shell shape,similarity to elseya latisternum,similarity to elseya purvisi,size,size differences,skin color,skin flaps,skull,skull anteriorly elongated,skull shape,small to medium-sized,snout orientation,snout shape,splenial bone,sternum shape,sternum width,supraoccipital,supratympanic scale,suture with pleural 1,suture with pleurals,sutures of the plastral plates edged in black,tail,tail length,tail length in adult males,temporal arch,temporal scutes,temporal/post-orbital stripe,third marginal plate width,throat pattern,tibial scales,toes,transverse processes of cervical vertebrae,triturating surface area,tubercles,two pairs of chin barbels,tympanic color,type locality,upper jaw,upper jaw shape,upper mandible color,v1 scute,v1-c1 scute seams,v1-p1 sulcus,v2 shape,ventral color,ventral coloration,ventral extension of the head shield,ventral margin color,vertebral 1,vertebral 1 shape,vertebral 4,vertebral 5,vertebral column shape,vertebral keel,vertebral length,vertebral plates,vertebral scutes,vertebral shape,vertebrals,vertebrals 2-4,vomer and pterygoids,vomer-palatine contact,vomer-pterygoid contact,yellow-faced,young adult males,young description
Elseya caelatus,,,,,,,,,,,,,,,smaller black blotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"oval, low, evenly arched",,,,,,,,,,,,,,,,,,heavily indented straight and angular growth lines,,,,,,,,,,,,longitudinal extensions do not contact the rim of the tympanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark black-brown, bordered anteriorly by a lime-green interorbital band and laterally by a broad lime-green temporal band",,,,,,,,,,,,,,,,,,,,,,,,,,,,bright green with dark green flecking,,,,,,,,,,,,,,,,,,,,,,circumscribing the entire carapace,,,,,slightly anterior to m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small circular black blotch,,,,,,,,,,,,,,,,,,,,,,,,"squared, protrudes slightly anterior to m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sudden depression from the anterior v4 to the posterior of m12,,,,,,,,"off-set overlapping, creating a serrated flare",,,,,,,,,,,light-green infused gray,,,radiating fine brown lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact the anterior one-quarter length of m2,,,,,,,,,,,,,,,,,,,,,,,,
Elseya branderhorsti,,,,,,,,,,lies with elseya dentata in australia [from thomson et al. 2015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uniformly dark, lacking any regular spots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"typically indistinct, dark, similar in color to the surrounding sclera (liquid eyes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uniformly cream or yellow (white in hatchlings and small juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elseya rhodini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,,,spots on the scutes are visible in all growth stages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrower (approximately 30% of length),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,above the level of the eye,,,,contacts the anterior 1⁄4 of the second marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,vomer with the pterygoids posteriorly and the premaxillae anteriorly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reduced, typically still reaching the tympanum, but narrower throughout its length",,,,,,,,,,,,,,,,,,,
Elseya flaviventralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"extensive, with little or no abrupt angle between the bridge and the ventral surface of the plastron",,,,,,,,,,,,light to medium brown,,,,,,,,,,dark brown to almost black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream or yellow plastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat uncornified temporal scales,,,,,,,,,,,,,,,,,,,,,,,,,,,broken up into a series of small plates rather than a single unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrower less robust skull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"free of the dark streaking, blotches or suffusing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact of the vomer and the pterygoids,,,,,
Myuchelys georgesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,does not have a dark marking running down the centre of the throat or tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marbled light plastron with a greenish blue tinge,,,,,,,,,,,,,,,,,,,,,,,,,moderately large,,,,,,,,,,,,,,,,absence of a central groove on the carapace,,,,,,,,,,,,pale (yellow in life) band of colour on the side of the head and neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,similar to elseya latisternum,similar to elseya purvisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elseya irwini,,,,,,,,,,,distinct median,,,,,,,,,,,,,,,,,,two small white,,,,,,,,,,,,,,,,distinctly straight-edged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very dark in mature specimens,,,,,,,,,,,,,,,,,,,,"pale, primitively white",,,,,,,,,,,,,,,,,,,,,,,,very broad and deep,,,,,,,,,,,,,,,,,,,,,,,,does not extend laterally,,,,,,,,,,,,,,,,,,,,,,,,,,,,darkens with age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very wide,,,,,,,,,,,,around 380 mm,,,,,,,,,,,,,,,,,,large and muscular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not acutely tapered,,,,,,,,,,,,,,,,,,,,,males are much smaller than females,,,,,,larger and more heavy-bodied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scattered enlarged conical,,,,,,,,,,,,unpatterned,,,,,,,,,,,,,,,,,,,,
Elseya schultzei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reduced adult size that rarely exceeds 148 mm in males and 165 mm in females,smooth bordered,,unifonnly light to dark olive-brown,,low gradually increasing,,,,,,,,,,lack of any definable pattern,,,,oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,typically green in the sclera with a bright gold iris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"entire, extending down the parietal arches to broadly contact the tympanum",,,dark brown,greenish-gray to greenbrown,,narrower than in elseya novaeguineae but wider than in e. rhodini,,,,,,,,,,,,,,,,,,,,,,,,,,"relatively long, narrow",,,,,,,,,,uniformly bright greenish-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minimal to no marginal serrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark gray,,,,,,,,,,,relatively small species,,light to dark gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no median keel,,,,,,no contact between the vomer and the pterygoids of the skull,,,
Emydura tanybaraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark markings through the eye and a median division to the palate in aged e. tanybaraga will further distinguish this turtle from similarly aged individuals of e. australis and e. victoriae,prominent dark markings through the iris as the level of the pupil,,,,,,,,,,,,,,,,,,,,,,,,,,"distinguishes this turtle from emydura australis, emydura victoriae and populations of emydura worrelli in the northern territory",facial coloration fades with age in all of these species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large broad palate covers approximately half the roof of the mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintains a medial division at all ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"e. tanybaraga and e. worrelli can have similar eye markings and palate shape until well into maturity, at this stage tanybaraga's palate becomes larger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow-faced,,
Elseya albagula,,,,,,,,,,,"very prominent, forming a complex with the equally prominent lingual ridge",,,,,,,blunt,,,"broad, not oval in outline",,,,,,,,,,,,,,,,,,,,,,,,with serrated margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"absent, except as a rare variant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approximately equal in their anterior extent in large individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deeply furrowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"expanded such that, in older specimens, it obscures the foramen praepalatinum in ventral view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"articulates with the carapace posterior to the midline of pleural 5 or on the junction of pleurals 5 and 6, rarely on pleural 6 alone",,,,,,,,,,,,,,,,,,,,,,,,,most prominent in juveniles where serrations begin at the posterior edge of marginal 1,,,,,,,,,,,robust but narrows acutely across the pterygoids behind the processus pterygoideus ext ernus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelodina ipudinapi,,,,,,,,,up to 20% smaller,,,sharper and deeper u-shaped,,,,,,,,relatively shorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,more evenly oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shorter, rounder",,,bright white to faded white,,,,,,,,,,,,,,,,,,,longer than or equal to the humeral - ig scute sulcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≥ iab sulcus length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-10% smaller than females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,more numerous and smaller,,,,,,,,,,,,,,,,,,,,,,igsl> ian> ip≥ iab> if ≥ ig,,,,,,,,,,,,convexly contacts outwardly at m2 sulcus,,,,,,,,,,less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"large, smooth, unbroken",,,,,"relatively thicker, longer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elseya eidolon,,,,,,,,,,,,,5 enlarged scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep chestnut brown,,,,,,,,free of any defined markings or defined pattern,,,,,,,free of any defined dark markings or defined dark spots,strongly oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"complete, smooth large brown and beige mottled",,,,,broadly reach the dorso-posterior tympanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low, discontinuous, narrow, dark",,,,,,,,,,,,,,,,,,,,,,,,upturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pale creamy-yellow,,,,free of darker markings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesoclemmys raniceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emydura victoriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regularly convex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"victoria river, north-west coast of new holland",,,,,,,,,,,,,,,,,,,,,,,,rather broad,,,,,,,,,,,,broader,"much contracted by two rather diverging septa, only leaving a space almost half the width of the outer opening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rather narrow in front, broader and slightly bent upon the sides, dilated, rather produced, and leaving 2 or 3 notches the tail behind",,,,,,,,,,,,,,,,,,,,,opposite the suture between the costal plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blackish brown marbled with grey and rather rugose above, beneath convex, yellow olive, with slight, impressed, narrow, netted grooves",,"ovate, convex",,,,,,,,,,,,,,"narrow; rather convex, shelving on the sides, and with a broad rounded notch behind","only about one third the width of the lower surface in the middle, and rather tapering behind",,,,,,,,,,,,narrow,,,,,,,,,,,,,,,,,,,,,,,,,sharply keeled within,,,"nearly square, as long as broad, the fourth 6-sided, elongate",,,,,,,,,,
Emydura australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrow,,,,,,,,,,uniformly light to dark brown,,,,,,to 30 cm,,,,,,,smooth or slightly serrated,,,oval,,,,,,,,,much of the opening is uncovered,rugose with various longitudinal striations,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rounded anteriorly, broader than the posterior lobe",,,,,,,,,,,,,,"very broad, extends backward beyond the maxillae covering over half of the roof of the mouth",,,,,,,,,,broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,less than twice as long as broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"present, best developed in the male, but becomes lower with age",,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pect > fem > abd > an > intergul > gul > hum,,,,,cream to yellow,,,,,long,,narrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slightly projecting,,,,,,,,,,,,,,,,,,,,,,,,,,unnotched,,,,,,,,,,broader than long,,,"broader than long, expanded posteriorly",,,,,,,,as long as or longer than broad in adults,,,,,,
Chelodina expansa,,,"largest, anteriorly flared","elongated, may be longer than broad",,"smallest, broader than long","broader than long, posteriorly flared",,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrow,,,,,,,,,,,,,,,,,,48 cm,,,,,,,smooth,,,oval,,,,,,,,,,,,,,,,,,,two to four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rounded, broader than hind lobe",,,,,,,,,,,,,,,,,,,,,,"broad, flattened",,,,,,,,,,,"tapers toward the rear, deep anal notch",,,,,,,,,,,,,,,,,,,,"never divides the gular scutes, 1.5 times as long as the length of the interpectoral seam",,,,,,,,,,,,,,,,,,,,,,,,,,,,not up-turned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,over 65% of the carapace length,,,thick,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergul>pect>abd>fem>an>hum>gul,,,,"narrow, twice as long as wide",gray to cream or yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"slightly upturned, protruding",,,,,,,,,,,,,,,,,,,,,,,,,unnotched,,,,,,,,,,,,,,,,,,,,,variable,,,,,,,
Chelodina steindachneri,,,"slightly flared anteriorly, largest",,,,flared posteriorly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to 21 cm,,,,,,,,,,"flattened, almost round",,,,,,varies from light to dark brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gray to olive,,,,,,,,,,,,,laterally placed,,,,,,,,,,,,,,,,,,three enlarged transverse scales on the anterior surface,,broader than the hind lobe,,,,,,,,,,,,,,,,,,,,,"small, protruding snout",,,,,,,,,,,,wide posterior notch is present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not up-turned; those over the tail not raised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on the 2d to 4th vertebrals,,,,,,,,,,,,,,,,,comparatively short and thin,,"small, granular, reticulated, wrinkled",,no neural bones in the carapace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergul > an > fem > hum > pect >< abd> gul,,,,,,,yellow with black seam borders,,,,,narrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unnotched,,,,,,cream colored,,,,,,,,,,,,,all vertebrals are broader than long,,,,,,,,
